ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
5068,1971,Graduation,Single,22804.00,1.00,0.00,75.00,14.00,1.00,7.00,2.00,1.00,1.00,1.00,2.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7628,1973,2n Cycle,Married,43050.00,1.00,0.00,10.00,30.00,5.00,24.00,6.00,3.00,8.00,2.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7128,1977,PhD,Single,42997.00,1.00,1.00,91.00,4.00,0.00,5.00,0.00,1.00,5.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2811,1963,PhD,Single,48918.00,1.00,1.00,21.00,52.00,0.00,9.00,0.00,0.00,1.00,2.00,1.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3551,1954,Master,Together,60033.00,0.00,1.00,28.00,62.00,1.00,57.00,19.00,11.00,48.00,2.00,2.00,1.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1663,1978,PhD,Together,34043.00,1.00,0.00,97.00,20.00,2.00,14.00,3.00,0.00,10.00,1.00,2.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5543,1966,Graduation,Together,57811.00,0.00,1.00,49.00,545.00,7.00,114.00,37.00,21.00,78.00,5.00,7.00,2.00,11.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1577,1946,Graduation,Married,78569.00,0.00,0.00,14.00,558.00,79.00,622.00,207.00,175.00,95.00,1.00,4.00,6.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
10641,1978,Graduation,Single,7500.00,1.00,1.00,5.00,6.00,5.00,4.00,13.00,4.00,25.00,4.00,2.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5336,1971,Master,Together,157733.00,1.00,0.00,37.00,39.00,1.00,9.00,2.00,0.00,8.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6024,1953,Graduation,Together,94384.00,0.00,0.00,62.00,1111.00,24.00,790.00,160.00,45.00,172.00,0.00,5.00,8.00,5.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
1878,1985,2n Cycle,Married,23148.00,0.00,0.00,83.00,4.00,6.00,8.00,6.00,3.00,10.00,1.00,2.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3099,1970,Graduation,Divorced,44267.00,1.00,1.00,48.00,183.00,5.00,65.00,3.00,5.00,49.00,5.00,5.00,2.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6055,1979,Graduation,Married,71626.00,0.00,0.00,94.00,546.00,72.00,376.00,94.00,145.00,72.00,1.00,5.00,5.00,8.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5841,1966,Graduation,Together,60894.00,0.00,1.00,61.00,606.00,7.00,155.00,10.00,0.00,54.00,5.00,10.00,3.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3972,1976,Graduation,Together,50200.00,1.00,1.00,70.00,266.00,6.00,51.00,8.00,6.00,64.00,6.00,7.00,1.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4394,1965,PhD,Married,81051.00,0.00,0.00,43.00,1142.00,29.00,249.00,38.00,29.00,14.00,1.00,5.00,5.00,12.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
5758,1982,Graduation,Married,65169.00,0.00,0.00,23.00,1074.00,0.00,69.00,0.00,0.00,46.00,1.00,10.00,4.00,13.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,3.00,11.00,1.00
6658,1972,Graduation,Together,59868.00,0.00,1.00,37.00,771.00,51.00,154.00,54.00,10.00,154.00,7.00,11.00,2.00,12.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4603,1960,PhD,Married,65695.00,0.00,1.00,50.00,371.00,32.00,189.00,0.00,58.00,6.00,2.00,5.00,4.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8427,1956,Master,Single,64857.00,0.00,0.00,78.00,556.00,14.00,717.00,210.00,0.00,43.00,1.00,7.00,5.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10260,1965,Master,Together,45143.00,0.00,1.00,74.00,202.00,5.00,74.00,11.00,5.00,14.00,3.00,6.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7143,1955,2n Cycle,Together,74805.00,0.00,1.00,14.00,209.00,162.00,209.00,41.00,162.00,37.00,5.00,4.00,7.00,10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8789,1989,2n Cycle,Married,59060.00,1.00,0.00,77.00,35.00,40.00,111.00,36.00,40.00,12.00,3.00,3.00,1.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6197,1962,PhD,Single,27238.00,1.00,1.00,39.00,37.00,0.00,17.00,0.00,0.00,3.00,3.00,3.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4554,1965,Graduation,Together,47009.00,0.00,1.00,89.00,171.00,45.00,73.00,59.00,10.00,90.00,4.00,3.00,2.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4937,1973,2n Cycle,Married,46094.00,1.00,1.00,62.00,12.00,2.00,20.00,3.00,2.00,5.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1920,1972,Graduation,Married,40321.00,1.00,1.00,59.00,44.00,4.00,21.00,6.00,0.00,27.00,2.00,3.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8749,1984,Graduation,Together,37235.00,1.00,0.00,68.00,20.00,2.00,9.00,4.00,6.00,20.00,1.00,1.00,1.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1650,1960,Master,Married,81843.00,0.00,0.00,13.00,779.00,86.00,537.00,34.00,69.00,138.00,1.00,5.00,9.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10377,1958,Master,Together,46692.00,0.00,1.00,37.00,170.00,6.00,97.00,24.00,12.00,88.00,3.00,6.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9206,1968,Graduation,Together,77382.00,0.00,1.00,36.00,491.00,48.00,231.00,112.00,105.00,134.00,2.00,5.00,7.00,12.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
10971,1977,Graduation,Single,37774.00,2.00,0.00,28.00,173.00,8.00,107.00,7.00,2.00,176.00,4.00,7.00,2.00,3.00,9.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,11.00,1.00
6398,1974,Basic,Married,18393.00,1.00,0.00,2.00,7.00,10.00,13.00,16.00,0.00,4.00,2.00,3.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9212,1962,Master,Married,72828.00,0.00,1.00,17.00,1205.00,0.00,235.00,19.00,14.00,205.00,6.00,6.00,3.00,13.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7937,1982,Graduation,Married,24711.00,0.00,0.00,86.00,10.00,7.00,25.00,6.00,3.00,7.00,1.00,3.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
839,1975,PhD,Married,45503.00,1.00,0.00,54.00,97.00,4.00,44.00,6.00,1.00,18.00,1.00,3.00,1.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4246,1982,Master,Single,6560.00,0.00,0.00,2.00,67.00,11.00,26.00,4.00,3.00,262.00,0.00,1.00,0.00,1.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
158,1945,PhD,Together,71604.00,0.00,0.00,3.00,345.00,53.00,528.00,98.00,75.00,97.00,1.00,8.00,3.00,5.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
4832,1979,Graduation,Married,27244.00,1.00,0.00,84.00,6.00,5.00,17.00,3.00,24.00,46.00,2.00,2.00,2.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5621,1969,Graduation,Married,48752.00,1.00,1.00,8.00,73.00,57.00,100.00,71.00,15.00,0.00,5.00,6.00,1.00,5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1945,1962,Graduation,Married,71434.00,0.00,1.00,4.00,711.00,36.00,217.00,172.00,96.00,168.00,3.00,7.00,4.00,7.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
5147,1948,Graduation,Single,90842.00,0.00,0.00,57.00,774.00,70.00,118.00,182.00,187.00,93.00,1.00,4.00,9.00,13.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2535,1978,Master,Married,88097.00,1.00,0.00,24.00,163.00,0.00,480.00,0.00,126.00,75.00,1.00,6.00,5.00,8.00,9.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
11039,1975,Graduation,Married,51948.00,0.00,1.00,51.00,82.00,33.00,54.00,71.00,30.00,41.00,2.00,5.00,2.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9495,1982,Graduation,Together,71853.00,0.00,0.00,29.00,358.00,108.00,413.00,141.00,97.00,32.00,1.00,2.00,8.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9635,1983,Master,Married,35876.00,0.00,0.00,13.00,66.00,2.00,40.00,4.00,3.00,14.00,1.00,3.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2173,1952,Graduation,Widow,40049.00,0.00,1.00,23.00,13.00,6.00,7.00,0.00,3.00,3.00,1.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
942,1982,Graduation,Single,39660.00,1.00,0.00,36.00,139.00,13.00,78.00,20.00,13.00,36.00,3.00,7.00,1.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
9386,1962,Graduation,Together,50127.00,0.00,1.00,88.00,274.00,0.00,21.00,4.00,6.00,15.00,1.00,5.00,1.00,6.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5510,1977,Master,Married,43263.00,0.00,1.00,2.00,262.00,6.00,61.00,0.00,10.00,102.00,3.00,5.00,2.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
873,1949,Master,Married,62845.00,1.00,1.00,3.00,1099.00,0.00,45.00,0.00,0.00,34.00,11.00,3.00,4.00,10.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
2253,1990,Graduation,Married,18929.00,0.00,0.00,15.00,32.00,0.00,8.00,23.00,4.00,18.00,1.00,1.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5181,1982,Basic,Single,24367.00,1.00,0.00,58.00,2.00,4.00,2.00,0.00,11.00,5.00,1.00,1.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
979,1975,Graduation,Single,33249.00,1.00,0.00,11.00,6.00,10.00,21.00,19.00,14.00,42.00,2.00,2.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10390,1959,2n Cycle,Married,26887.00,0.00,1.00,27.00,6.00,7.00,4.00,3.00,4.00,6.00,1.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4698,1983,PhD,Married,50150.00,0.00,0.00,32.00,135.00,46.00,92.00,65.00,61.00,11.00,2.00,5.00,2.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7793,1976,Graduation,Together,62061.00,0.00,1.00,12.00,641.00,7.00,84.00,0.00,30.00,38.00,3.00,10.00,4.00,7.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1745,1962,PhD,Divorced,85696.00,0.00,0.00,88.00,714.00,76.00,395.00,116.00,0.00,12.00,1.00,4.00,6.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
10590,1956,PhD,Together,76542.00,0.00,0.00,91.00,794.00,73.00,573.00,0.00,29.00,14.00,1.00,4.00,8.00,10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5080,1993,Graduation,Single,70515.00,0.00,0.00,12.00,420.00,0.00,452.00,182.00,64.00,140.00,1.00,6.00,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
8369,1987,Graduation,Together,18227.00,1.00,0.00,21.00,1.00,2.00,7.00,4.00,3.00,11.00,1.00,0.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5232,1965,Graduation,Married,69139.00,0.00,1.00,23.00,86.00,12.00,75.00,33.00,15.00,6.00,1.00,4.00,1.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2407,1982,Graduation,Married,69109.00,0.00,0.00,10.00,823.00,25.00,459.00,124.00,29.00,95.00,1.00,6.00,6.00,7.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
3834,1962,Graduation,Single,69627.00,0.00,1.00,35.00,231.00,161.00,215.00,171.00,30.00,53.00,2.00,8.00,2.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7912,1978,Graduation,Married,38136.00,1.00,0.00,69.00,8.00,15.00,27.00,0.00,20.00,33.00,2.00,3.00,1.00,2.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7712,1946,PhD,Single,62159.00,0.00,0.00,68.00,182.00,17.00,259.00,77.00,70.00,29.00,1.00,6.00,2.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1065,1963,Graduation,Single,80695.00,0.00,0.00,85.00,557.00,129.00,984.00,193.00,37.00,18.00,1.00,5.00,8.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7275,1971,Master,Single,33316.00,1.00,1.00,34.00,79.00,1.00,31.00,4.00,4.00,12.00,3.00,2.00,1.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1343,1968,Graduation,Together,58554.00,1.00,1.00,55.00,368.00,24.00,68.00,38.00,0.00,88.00,6.00,8.00,2.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1384,1992,Basic,Married,17256.00,1.00,0.00,10.00,6.00,4.00,14.00,8.00,8.00,22.00,2.00,2.00,1.00,2.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9967,1974,Graduation,Divorced,53034.00,1.00,1.00,30.00,160.00,15.00,196.00,15.00,11.00,50.00,8.00,6.00,1.00,7.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6181,1950,2n Cycle,Together,52203.00,0.00,0.00,36.00,488.00,21.00,238.00,56.00,108.00,28.00,1.00,8.00,7.00,11.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10507,1977,2n Cycle,Divorced,59601.00,0.00,1.00,14.00,691.00,7.00,69.00,0.00,7.00,23.00,4.00,2.00,2.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2674,1958,Master,Single,75154.00,0.00,1.00,79.00,543.00,10.00,205.00,160.00,143.00,82.00,1.00,6.00,3.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
2698,1976,Graduation,Single,47025.00,0.00,1.00,52.00,254.00,7.00,108.00,20.00,0.00,26.00,3.00,6.00,3.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3231,1973,Graduation,Married,37971.00,1.00,0.00,97.00,5.00,4.00,10.00,2.00,2.00,7.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4096,1968,Master,Divorced,41335.00,1.00,0.00,24.00,112.00,19.00,21.00,16.00,14.00,5.00,3.00,4.00,1.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10476,1958,Graduation,Married,67267.00,0.00,1.00,0.00,134.00,11.00,59.00,15.00,2.00,30.00,1.00,3.00,2.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5948,1975,Graduation,Single,57338.00,0.00,1.00,96.00,143.00,6.00,52.00,11.00,8.00,17.00,2.00,4.00,1.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9140,1960,2n Cycle,Together,50523.00,1.00,1.00,89.00,51.00,4.00,24.00,4.00,7.00,1.00,2.00,2.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10258,1965,Master,Single,35791.00,2.00,1.00,94.00,27.00,0.00,5.00,0.00,0.00,3.00,2.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5675,1960,PhD,Divorced,50611.00,0.00,1.00,98.00,459.00,0.00,24.00,6.00,0.00,4.00,6.00,4.00,5.00,7.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4743,1969,PhD,Married,56242.00,0.00,1.00,72.00,689.00,8.00,167.00,11.00,8.00,88.00,5.00,8.00,4.00,11.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8805,1960,Graduation,Single,48904.00,0.00,1.00,1.00,283.00,10.00,38.00,0.00,13.00,27.00,4.00,7.00,2.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1542,1975,Graduation,Single,56243.00,1.00,2.00,26.00,347.00,0.00,35.00,4.00,3.00,7.00,6.00,4.00,2.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6770,1985,Graduation,Married,21355.00,1.00,0.00,5.00,5.00,13.00,14.00,0.00,5.00,31.00,2.00,2.00,1.00,2.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
8773,1971,Master,Together,57420.00,0.00,1.00,22.00,280.00,0.00,18.00,0.00,0.00,24.00,3.00,5.00,1.00,6.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10475,1970,Master,Together,0.00,0.00,1.00,39.00,187.00,5.00,65.00,26.00,20.00,14.00,2.00,4.00,2.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10420,1955,Master,Divorced,46390.00,0.00,1.00,56.00,95.00,14.00,64.00,2.00,9.00,38.00,1.00,4.00,2.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7514,1956,2n Cycle,Together,54342.00,1.00,1.00,74.00,84.00,10.00,34.00,11.00,10.00,28.00,4.00,3.00,1.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2902,1958,Graduation,Together,0.00,1.00,1.00,87.00,19.00,4.00,12.00,2.00,2.00,6.00,1.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4345,1964,2n Cycle,Single,0.00,1.00,1.00,49.00,5.00,1.00,9.00,2.00,0.00,4.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
793,1973,Graduation,Married,20895.00,1.00,0.00,24.00,18.00,3.00,17.00,3.00,0.00,4.00,1.00,2.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10909,1948,Graduation,Married,92344.00,0.00,0.00,9.00,992.00,24.00,694.00,51.00,19.00,119.00,0.00,5.00,10.00,5.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
3769,1972,PhD,Together,0.00,1.00,0.00,17.00,25.00,1.00,13.00,0.00,0.00,3.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8702,1976,2n Cycle,Together,26907.00,1.00,1.00,10.00,9.00,1.00,7.00,0.00,3.00,2.00,2.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4791,1980,Graduation,Together,44964.00,1.00,1.00,35.00,19.00,1.00,17.00,2.00,0.00,2.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2963,1979,Graduation,Together,75507.00,0.00,0.00,56.00,709.00,93.00,374.00,104.00,80.00,80.00,1.00,8.00,6.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8216,1972,Master,Married,53761.00,1.00,1.00,7.00,158.00,0.00,76.00,13.00,7.00,71.00,6.00,4.00,4.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8140,1973,Graduation,Together,22682.00,1.00,0.00,51.00,10.00,14.00,29.00,4.00,2.00,36.00,3.00,2.00,1.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10146,1972,PhD,Together,38887.00,1.00,0.00,17.00,25.00,1.00,13.00,0.00,0.00,3.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5289,1975,2n Cycle,Single,41658.00,1.00,1.00,30.00,8.00,4.00,12.00,15.00,4.00,29.00,2.00,1.00,1.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2587,1972,PhD,Married,29791.00,1.00,0.00,21.00,14.00,0.00,6.00,0.00,0.00,0.00,2.00,2.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4405,1956,Master,Married,63915.00,0.00,2.00,2.00,622.00,7.00,115.00,30.00,0.00,15.00,2.00,6.00,3.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8663,1974,Graduation,Divorced,39996.00,1.00,1.00,85.00,11.00,0.00,3.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2589,1972,Graduation,Divorced,26759.00,1.00,0.00,65.00,25.00,3.00,16.00,8.00,5.00,2.00,2.00,2.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3421,1968,Master,Divorced,63841.00,0.00,1.00,64.00,635.00,15.00,100.00,20.00,7.00,131.00,1.00,9.00,3.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10490,1969,PhD,Married,51039.00,1.00,1.00,11.00,100.00,64.00,79.00,65.00,0.00,109.00,2.00,6.00,2.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4094,1961,Graduation,Married,60544.00,1.00,1.00,92.00,201.00,2.00,43.00,3.00,5.00,35.00,4.00,5.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9958,1972,Graduation,Married,65685.00,0.00,1.00,54.00,642.00,14.00,49.00,0.00,7.00,57.00,1.00,9.00,2.00,9.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2534,1953,Graduation,Married,37716.00,0.00,1.00,4.00,97.00,1.00,41.00,6.00,2.00,41.00,2.00,4.00,1.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4188,1957,Graduation,Single,36864.00,0.00,1.00,53.00,204.00,5.00,39.00,17.00,0.00,89.00,3.00,5.00,2.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
6613,1970,Master,Married,44511.00,1.00,0.00,39.00,513.00,7.00,133.00,46.00,14.00,14.00,6.00,8.00,4.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10827,1967,PhD,Married,36947.00,1.00,1.00,49.00,88.00,3.00,21.00,4.00,1.00,29.00,4.00,3.00,0.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5491,1951,Master,Together,47352.00,0.00,1.00,70.00,172.00,12.00,112.00,8.00,0.00,15.00,4.00,6.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8402,1953,Master,Married,67087.00,0.00,1.00,40.00,329.00,35.00,222.00,130.00,35.00,43.00,2.00,7.00,5.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8783,1950,Graduation,Married,57045.00,0.00,1.00,40.00,296.00,13.00,104.00,11.00,13.00,17.00,3.00,4.00,2.00,9.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10010,1953,PhD,Divorced,36957.00,1.00,1.00,43.00,100.00,2.00,16.00,2.00,1.00,31.00,4.00,3.00,2.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
618,1977,PhD,Married,69389.00,0.00,1.00,17.00,422.00,7.00,238.00,69.00,46.00,15.00,1.00,7.00,2.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9121,1972,Graduation,Married,80134.00,1.00,0.00,40.00,1218.00,16.00,272.00,104.00,0.00,80.00,2.00,5.00,3.00,6.00,6.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
361,1969,Master,Married,43142.00,1.00,1.00,84.00,5.00,1.00,7.00,2.00,1.00,4.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4310,1944,Graduation,Married,80589.00,0.00,0.00,25.00,507.00,93.00,520.00,242.00,40.00,26.00,1.00,5.00,10.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,1.00
2678,1990,Graduation,Single,34412.00,1.00,0.00,62.00,52.00,12.00,50.00,4.00,36.00,55.00,3.00,5.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
